Business address,Industry (ANZSIC4) description,Industry Category,Seating type,Trading name,Latitude,Longitude
36-50 Collins Street MELBOURNE 3000,Clubs (Hospitality),Others,Seats - Indoor,The Melbourne Club,-37.813248834,144.972113059
"Part Ground , 30 Collins Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Sensory Lab,-37.813467387,144.972469954
"Shop 3, Ground , 24-28 Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,McDonald's,-37.813419010,144.972701451
"Part Ground , 8 Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Market Lane Coffee,-37.813143185,144.973257639
29 Little Collins Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,The Crux & Co Patisseries,-37.812898012,144.972705389
25 Little Collins Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,East Bar & Restaurant,-37.812898012,144.972705389
"Shop 6, 61 Little Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Rare Steakhouse,-37.813140873,144.971692088
"Shop 1, 61 Little Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Sakura Kaiten Sushi,-37.813140873,144.971692088
9-11 Spring Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Coffee Exchange,-37.812599635,144.973182359
5 Spring Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Saki Sushi Bar,-37.812599635,144.973182359
15 Spring Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Little Bean Blue,-37.812599635,144.973182359
621-633 Bourke Street MELBOURNE 3000,"Pubs, Taverns and Bars","Pubs, Taverns and Bars",Seats - Indoor,Royal Melbourne Hotel,-37.816867019,144.955227709
"Part Ground , 673 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Kinfolk Cafe,-37.817218393,144.954100245
626-636 Little Collins Street MELBOURNE 3000,Accommodation,Others,Seats - Indoor,Vibe Savoy Hotel Melbourne,-37.817772228,144.953929733
"Shop 1, 535 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Doughboys Doughnuts,-37.816365348,144.957813785
502 Bourke Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Outdoor,Goz City,-37.816365348,144.957813785
"Shop 9, 555 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Pok Pok Junior,-37.816365348,144.957813785
"Part Ground , 575 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Coffee Logic,-37.816513109,144.956669717
"Part Ground , 120 King Street MELBOURNE 3000","Pubs, Taverns and Bars","Pubs, Taverns and Bars",Seats - Indoor,El Coco,-37.817032447,144.956407301
"Shop 8, Rear 540 Little Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Piccolocino,-37.816966676,144.956767986
"Shop 11, Rear 540 Little Collins Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Kinship & Co,-37.816966676,144.956767986
"Shop 1, 540 Little Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Five Points,-37.816966676,144.956767986
"Kiosk , 540 Little Collins Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Outdoor,Lakmi Ceylon,-37.816966676,144.956767986
"Part Ground , 461 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Cafe Felice,-37.815491932,144.960172881
430 Little Collins Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Bistro Vue,-37.815969411,144.960109803
"Suite 1, Ground , 430 Little Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Cafe Vue,-37.815969411,144.960109803
408 Queen Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Smokestack,-37.815812288,144.960636051
"Part Level 1, 113 Queen Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Lanai Restaurant & Bar,-37.815812288,144.960636051
"Part Ground , 140 William Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Cocoa Bean Cafe,-37.816010876,144.958905454
"Part Ground , 114 William Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Tempo Bar & Cafe,-37.816306663,144.958922435
385 Bourke Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Famish'd,-37.814929439,144.962921549
385 Bourke Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Oli & Levi,-37.814929439,144.962921549
5 Little Collins Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,STREAT,-37.815605642,144.961741128
21-27 McKillop Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Red Spice Road,-37.815242572,144.961484436
"Basement , 20-22 McKillop Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Dip In Cafe,-37.815145821,144.961818589
"Part Ground , 118 Queen Street MELBOURNE 3000",Other Specialised Food Retailing,Others,Seats - Indoor,Little Cupcakes,-37.815654583,144.961298090
"Shop 1, 118 Queen Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,CoF.E.Fix,-37.815654583,144.961298090
"Shop 9, 309-325 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Riva Cafe Bar,-37.814457278,144.964531555
"Shop 30, 309-325 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Cultured Salad,-37.814457278,144.964531555
"Shop 16, 309-325 Bourke Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Outdoor,Thaiger,-37.814457278,144.964531555
"Shop 15, 309-325 Bourke Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,V R Thai,-37.814457278,144.964531555
"Shop 8, 318-322 Little Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Chokolait,-37.814886609,144.964009617
"Level 2, 318-322 Little Collins Street MELBOURNE 3000","Pubs, Taverns and Bars","Pubs, Taverns and Bars",Seats - Indoor,New Guernica,-37.814886609,144.964009617
"Shop 3, 318-322 Little Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Gourmet Curry Hut,-37.814886609,144.964009617
"Shop 6, 306 Little Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Cafe Insieme,-37.814728683,144.964347934
306 Little Collins Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Laurent Boulangerie Patisserie,-37.814728683,144.964347934
"Shop 4, 306 Little Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Gordons Cafe & Bar,-37.814728683,144.964347934
143 Russell Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Simpsons Chips & Burgers,-37.813109533,144.967968105
"Shop 15, 239 Bourke Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Outdoor,VB Rolls,-37.813737853,144.966619556
"Shop 25, 239 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Momo Station,-37.813737853,144.966619556
"Shop 27, 239 Bourke Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Nusantara,-37.813737853,144.966619556
236 Little Collins Street MELBOURNE 3000,"Pubs, Taverns and Bars","Pubs, Taverns and Bars",Seats - Indoor,Little Sista,-37.814131469,144.966800363
168-170 Little Collins Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Il Bacaro Cucina E Bar,-37.813774223,144.967866114
148 Swanston Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Sushi Sushi,-37.814127913,144.966219788
140 Swanston Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,L'Incontro,-37.814305185,144.966291646
30 Russell Place MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Neapoli Wine Bar,-37.813539027,144.967436532
16 Russell Place MELBOURNE 3000,"Pubs, Taverns and Bars","Pubs, Taverns and Bars",Seats - Outdoor,Bar Ampere,-37.813539027,144.967436532
147-149 Bourke Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Gyoza Douraku,-37.812806875,144.968972338
"Ground , 138-144 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Edoya Japanese Restaurant,-37.812988964,144.968416999
20 Coromandel Place MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Oli Levi,-37.813027833,144.969254842
"Shop , 6 Exhibition Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Axil Coffee Roasters,-37.812814192,144.970109376
"Shop 7, 4 Exhibition Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,In a Rush,-37.812814192,144.970109376
"Shop , 10 Exhibition Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Dumpling King,-37.812814192,144.970109376
14 Exhibition Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Mabrown Curry House,-37.812814192,144.970109376
"Shop , 12 Exhibition Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Tower Shushi,-37.812814192,144.970109376
"Shop 7, 2 Exhibition Street MELBOURNE 3000",Bakery Product Manufacturing (Non-factory based),Bakery,Seats - Outdoor,Joy Cupcakes,-37.812814192,144.970109376
"Shop 8, Gnd & Mezz , 121 Exhibition Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Urban Deli SX1,-37.812814192,144.970109376
"Shop , 111 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Nashi,-37.812814192,144.970109376
132 Russell Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Ba'get,-37.813167659,144.968595537
122 Russell Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Embla,-37.813429707,144.968714500
"Shop , Basement , 114 Russell Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Izakaya Den,-37.813492171,144.969021332
6 Russell Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Sezar,-37.813492171,144.969021332
"Ground , 51 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,The Mess Hall,-37.812006682,144.971796691
"Level 3, 59-63 Bourke Street MELBOURNE 3000","Pubs, Taverns and Bars","Pubs, Taverns and Bars",Seats - Outdoor,Madam Brussels,-37.812123427,144.971565566
"Level 1, 79 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Fancy Hank's,-37.812180183,144.971039736
148 Bourke Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Pie Face Exhibition Street,-37.812233947,144.970902841
"Part Ground , 136 Exhibition Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Black Velvet Espresso,-37.812402425,144.971107258
68-70 Little Collins Street MELBOURNE 3000,"Pubs, Taverns and Bars","Pubs, Taverns and Bars",Seats - Indoor,Boney,-37.812841253,144.971331064
"Shop 1, 12-18 Meyers Place MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Pizza Pizza Pizza,-37.812253817,144.972484377
"Ground , 173 King Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Shanghai Master Dumpling,-37.816084648,144.955260937
179 King Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Woodo,-37.815965546,144.955205221
185 King Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,King Jons,-37.815841147,144.955150411
670 Bourke Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Dotspot,-37.816270271,144.954036959
"Shop 5, 200 Spencer Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Itoya,-37.816254348,144.953298788
600 Bourke Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,"The Attic, Artisan Bread And Cafe",-37.815676166,144.956138686
600 Bourke Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Sixpence Cafe,-37.815676166,144.956138686
"Shop 16, LwrGround , 600 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Nando's - Bourke Place,-37.815676166,144.956138686
"Shop 2, Ground , 570-574 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,The Common,-37.815509521,144.956755572
186 King Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Kedai Satay,-37.815673709,144.955694748
192-200 King Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,La Di Da,-37.815513584,144.955624185
"Tenancy 25, Ground , 515 Little Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Lt Osteria,-37.815318940,144.957392037
"Tenancy 21, Ground , 550 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Chilangos,-37.815318940,144.957392037
"Tenancy 20, Ground , 550 Bourke Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Outdoor,Crisp Creative Salad,-37.815318940,144.957392037
"Tenancy 3, Ground , 181 William Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Brewer's Place,-37.815318940,144.957392037
"Tenancy 10, Ground , 181 William Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Roll'D Vietnamese Kitchen,-37.815318940,144.957392037
"Tenancy 12, Ground , 181 William Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Sakae,-37.815318940,144.957392037
"Unit 3, Ground , 520 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Bluestones 520 Cafe,-37.815270424,144.958389268
"Shop 5, 500 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Prime House,-37.814943289,144.958772240
"Shop 6, 500 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Paco's Tacos,-37.814943289,144.958772240
"Shop 7, 500 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Movida Aqui,-37.814943289,144.958772240
"Shop 1, Ground , 500 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,The Tuck Shop,-37.814943289,144.958772240
"Ground , 492 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Cafe Euro Food & Wine Bar,-37.814998558,144.959196877
"Part Ground , 179 Queen Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Oree,-37.814518916,144.960003565
429 Queen Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Food Craft,-37.814286305,144.959968799
170 William Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Cafe Lavita On William,-37.814917554,144.958219844
"Ground , 392-406 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,McDonald's Bourke St West,-37.814220240,144.961738241
"Ground , 392 Bourke Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Curry Point,-37.814220240,144.961738241
30 Bourke Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,La Belle Miette,-37.814220240,144.961738241
"Part Ground , 187-193 Elizabeth Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Subway,-37.813887725,144.962708282
203 Elizabeth Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Schnitz,-37.813663102,144.962604606
213 Elizabeth Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Tropicana Juice Bar,-37.813540258,144.962547908
"Ground , 13-15 Hardware Lane MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Roll'd,-37.814290691,144.961405256
21-25 Hardware Lane MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Campari House,-37.814091454,144.961314108
"Ground , 29 Hardware Lane MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Affogato,-37.813987671,144.961266629
383-385 Little Bourke Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Ume Sushi House,-37.813774667,144.961462787
"Ground , 387 Little Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Coffee 7,-37.813797379,144.961393924
"Shop 4, 37 Little Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Larder Section,-37.813851166,144.961204345
"Shop 2, 395 Little Bourke Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Chobab Cuptop,-37.813851166,144.961204345
"Shop 4, Ground , 190 Queen Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Workshop Brothers,-37.814028041,144.960679788
"Shop 1, Ground , 160 Queen Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,NY Deli,-37.814525950,144.961000920
"Ground , 19 Somerset Place MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,The Little Mule Cafe,-37.813798626,144.962387180
338-352 Bourke Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Gekkazan,-37.813603511,144.963288597
338-352 Bourke Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Outdoor,Federal Coffee Palace,-37.813603511,144.963288597
"Level 1, 265-279 Little Bourke Street MELBOURNE 3000",Accommodation,Others,Seats - Indoor,Mercure Welcome Hotel,-37.812895916,144.964663098
"Gnd & Flr1 , 209 Swanston Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Sam Sam,-37.812897140,144.965038032
211-213 Swanston Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Yoyogi Japanese Cafe,-37.812846600,144.965014630
"Shop 13, 246 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Mister Close,-37.812931299,144.965849230
"Shop 38, 246 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Pad Thai,-37.812931299,144.965849230
"Basement , 220 Bourke Street MELBOURNE 3000",Internet Service Providers and Web Search Portals,Others,Seats - Indoor,Easy Cafe,-37.812912825,144.966737328
